"","pubyear","citations"
"26627",2008,"26627. J Abnorm Psychol. 2008 Nov;117(4):762-75. "
"26628",2008,"26628. J Affect Disord. 2008 Nov;111(1):74-82. "
"26629",2008,"26629. J Am Acad Child Adolesc Psychiatry. 2008 Nov;47(11):1289-98. "
"26630",2008,"26630. J Appl Oral Sci. 2008 Nov-Dec;16(6):364-8"
"26631",2008,"26631. J Appl Psychol. 2008 Nov;93(6):1314-34. "
"26632",2008,"26632. J Bone Joint Surg Am. 2008 Nov;90(11):2399-407. "
"26633",2008,"26633. J Bone Joint Surg Am. 2008 Nov;90(11):2322-30. "
"26634",2008,"26634. J Clin Psychiatry. 2008 Nov;69(11):1732-42. Epub 2008 Nov 4"
"26635",2008,"26635. J Clin Psychiatry. 2008 Nov;69(11):1675-85; quiz 1839-41. Epub 2008 Aug 12"
"26636",2008,"26636. J Gastrointest Surg. 2008 Nov;12(11):1847-53; discussion 1853. "
"26637",2008,"26637. J Gastrointest Surg. 2008 Nov;12(11):2037-44. "
"26638",2008,"26638. J Health Psychol. 2008 Nov;13(8):1190-7. "
"26639",2008,"26639. J Hepatol. 2008 Nov;49(5):831-44. "
"26640",2008,"26640. J Nephrol. 2008 Nov-Dec;21(6):826-35"
"26641",2008,"26641. J Nephrol. 2008 Nov-Dec;21(6):813-25"
"26642",2008,"26642. J Neurol Neurosurg Psychiatry. 2008 Nov;79(11):1218-23. "
"26643",2008,"26643. J Occup Environ Hyg. 2008 Nov;5(11):735-53. "
"26644",2008,"26644. J Occup Environ Med. 2008 Nov;50(11):1216-27. "
"26645",2008,"26645. J Psychopharmacol. 2008 Nov;22(8):843-8. "
"26646",2008,"26646. J Sex Med. 2008 Nov;5(11):2562-74. "
"26647",2008,"26647. J Thromb Haemost. 2008 Nov;6(11):1869-75. "
"26648",2008,"26648. J Vasc Surg. 2008 Nov;48(5 Suppl):48S-54S. "
"26649",2008,"26649. J Vasc Surg. 2008 Nov;48(5 Suppl):34S-47S. "
"26650",2008,"26650. J Vasc Surg. 2008 Nov;48(5):1343-51. "
"26651",2008,"26651. JPEN J Parenter Enteral Nutr. 2008 Nov-Dec;32(6):596-605. "
"26652",2008,"26652. Lung Cancer. 2008 Nov;62(2):242-52. "
"26653",2008,"26653. Mayo Clin Proc. 2008 Nov;83(11):1203-12. "
"26654",2008,"26654. Mol Psychiatry. 2008 Nov;13(11):993-1000. "
"26655",2008,"26655. Mult Scler. 2008 Nov;14(9):1250-61. "
"26656",2008,"26656. Mutagenesis. 2008 Nov;23(6):523-32. "
"26657",2008,"26657. Nat Clin Pract Cardiovasc Med. 2008 Nov;5(11):738-46. "
"26658",2008,"26658. Neoplasia. 2008 Nov;10(11):1285-94"
"26659",2008,"26659. Obes Rev. 2008 Nov;9(6):635-83. "
"26660",2008,"26660. Obstet Gynecol. 2008 Nov;112(5):1143-51. "
"26661",2008,"26661. Occup Environ Med. 2008 Nov;65(11):750-6. "
"26662",2008,"26662. Oncol Rep. 2008 Nov;20(5):1213-20"
"26663",2008,"26663. Onkologie. 2008 Nov;31(11):629-33. "
"26664",2008,"26664. Pers Soc Psychol Rev. 2008 Nov;12(4):353-69. "
"26665",2008,"26665. Phys Ther Sport. 2008 Nov;9(4):167-76. "
"26666",2008,"26666. Pol Arch Med Wewn. 2008 Nov;118(11):636-44"
"26667",2008,"26667. Pol Arch Med Wewn. 2008 Nov;118(11):627-35"
"26668",2008,"26668. Psychol Bull. 2008 Nov;134(6):779-806. "
"26669",2008,"26669. Psychol Med. 2008 Nov;38(11):1607-16. "
"26670",2008,"26670. Respirology. 2008 Nov;13(6):837-50. "
"26671",2008,"26671. Sao Paulo Med J. 2008 Nov;126(6):342-6"
"26672",2008,"26672. Sex Transm Dis. 2008 Nov;35(11):946-59. "
"26673",2008,"26673. Shock. 2008 Nov;30(5):487-95. "
"26674",2008,"26674. South Med J. 2008 Nov;101(11):1126-31. "
"26675",2008,"26675. Stroke. 2008 Nov;39(11):3029-35. "
"26676",2008,"26676. Urol Oncol. 2008 Nov-Dec;26(6):646-51. "
"26677",2008,"26677. Z Orthop Unfall. 2008 Nov-Dec;146(6):768-72. "
"26678",2008,"26678. Zhonghua Liu Xing Bing Xue Za Zhi. 2008 Nov;29(11):1137-40"
"26679",2008,"26679. Zhonghua Liu Xing Bing Xue Za Zhi. 2008 Nov;29(11):1132-6"
"26680",2008,"26680. BMJ. 2008 Oct 31;337:a1864. "
"26681",2008,"26681. Yonsei Med J. 2008 Oct 31;49(5):792-803. "
"26682",2008,"26682. Genome Biol. 2008 Oct 30;9(10):R157. "
"26683",2008,"26683. Psychiatry Res. 2008 Oct 30;161(1):105-8. "
"26684",2008,"26684. Neurosci Lett. 2008 Oct 24;444(2):161-5. "
"26685",2008,"26685. Br J Cancer. 2008 Oct 21;99(8):1340-7. "
"26686",2008,"26686. PLoS Med. 2008 Oct 21;5(10):e207. "
"26687",2008,"26687. Zhonghua Yi Xue Za Zhi. 2008 Oct 21;88(38):2722-5"
"26688",2008,"26688. BMJ. 2008 Oct 20;337:a1841. "
"26689",2008,"26689. Chin Med J (Engl). 2008 Oct 20;121(20):2088-94"
"26690",2008,"26690. N Z Med J. 2008 Oct 17;121(1284):64-70"
"26691",2008,"26691. Clin Infect Dis. 2008 Oct 15;47(8):1007-14. "
"26692",2008,"26692. Int J Cancer. 2008 Oct 15;123(8):1871-6. "
"26693",2008,"26693. J Natl Cancer Inst. 2008 Oct 15;100(20):1439-47. "
"26694",2008,"26694. World J Gastroenterol. 2008 Oct 14;14(38):5900-6"
"26695",2008,"26695. Int J Cardiol. 2008 Oct 13;129(3):455-7. Epub 2007 Aug 13"
"26696",2008,"26696. BMJ. 2008 Oct 9;337:a1662. "
"26697",2008,"26697. Cochrane Database Syst Rev. 2008 Oct 8;(4):CD007492. "
"26698",2008,"26698. Cochrane Database Syst Rev. 2008 Oct 8;(4):CD007491. "
"26699",2008,"26699. Cochrane Database Syst Rev. 2008 Oct 8;(4):CD007142. "
"26700",2008,"26700. Cochrane Database Syst Rev. 2008 Oct 8;(4):CD007066. "
"26701",2008,"26701. Cochrane Database Syst Rev. 2008 Oct 8;(4):CD006920. "
"26702",2008,"26702. Cochrane Database Syst Rev. 2008 Oct 8;(4):CD006849. "
"26703",2008,"26703. Cochrane Database Syst Rev. 2008 Oct 8;(4):CD006501. "
"26704",2008,"26704. Cochrane Database Syst Rev. 2008 Oct 8;(4):CD006322. "
"26705",2008,"26705. Cochrane Database Syst Rev. 2008 Oct 8;(4):CD006043. "
"26706",2008,"26706. Cochrane Database Syst Rev. 2008 Oct 8;(4):CD006014. "
"26707",2008,"26707. Cochrane Database Syst Rev. 2008 Oct 8;(4):CD005993. "
"26708",2008,"26708. Cochrane Database Syst Rev. 2008 Oct 8;(4):CD005259. "
"26709",2008,"26709. Cochrane Database Syst Rev. 2008 Oct 8;(4):CD004376. "
"26710",2008,"26710. Cochrane Database Syst Rev. 2008 Oct 8;(4):CD004366. "
"26711",2008,"26711. Cochrane Database Syst Rev. 2008 Oct 8;(4):CD003007. "
"26712",2008,"26712. Cochrane Database Syst Rev. 2008 Oct 8;(4):CD002786. "
"26713",2008,"26713. Cochrane Database Syst Rev. 2008 Oct 8;(4):CD001835. "
"26714",2008,"26714. Cochrane Database Syst Rev. 2008 Oct 8;(4):CD001735. "
"26715",2008,"26715. Cochrane Database Syst Rev. 2008 Oct 8;(4):CD000126. "
"26716",2008,"26716. JAMA. 2008 Oct 8;300(14):1674-84. "
"26717",2008,"26717. Br J Cancer. 2008 Oct 7;99(7):1170-5. "
"26718",2008,"26718. J Am Coll Cardiol. 2008 Oct 7;52(15):1239-46. "
"26719",2008,"26719. Chin Med J (Engl). 2008 Oct 5;121(19):1939-44"
"26720",2008,"26720. Acta Anaesthesiol Scand. 2008 Oct;52(9):1179-87. "
"26721",2008,"26721. Acta Psychiatr Scand. 2008 Oct;118(4):259-71. "
"26722",2008,"26722. Addict Behav. 2008 Oct;33(10):1314-28. "
"26723",2008,"26723. AIDS. 2008 Oct 1;22(15):1979-91. "
"26724",2008,"26724. AIDS Rev. 2008 Oct-Dec;10(4):236-44"
"26725",2008,"26725. AJNR Am J Neuroradiol. 2008 Oct;29(9):1777-81. "
"26726",2008,"26726. Aliment Pharmacol Ther. 2008 Oct 1;28(7):868-77. "
"26727",2008,"26727. Aliment Pharmacol Ther. 2008 Oct 1;28(7):854-67. "
"26728",2008,"26728. Allergy. 2008 Oct;63(10):1280-91. "
"26729",2008,"26729. Am Heart J. 2008 Oct;156(4):633-40. "
"26730",2008,"26730. Am J Clin Nutr. 2008 Oct;88(4):1167-75"
"26731",2008,"26731. Am J Clin Nutr. 2008 Oct;88(4):1159-66"
"26732",2008,"26732. Am J Gastroenterol. 2008 Oct;103(10):2646-51. "
"26733",2008,"26733. Am J Prev Med. 2008 Oct;35(4):370-379. "
"26734",2008,"26734. Am J Psychiatry. 2008 Oct;165(10):1272-80. "
"26735",2008,"26735. Ann Emerg Med. 2008 Oct;52(4):329-336.e1. "
"26736",2008,"26736. Ann Oncol. 2008 Oct;19(10):1681-90. "
"26737",2008,"26737. Appl Environ Microbiol. 2008 Oct;74(19):6085-90. "
"26738",2008,"26738. Arch Surg. 2008 Oct;143(10):1001-7; discussion 1007. "
"26739",2008,"26739. Arch Surg. 2008 Oct;143(10):990-9; discussion 1000. "
"26740",2008,"26740. Biol Psychiatry. 2008 Oct 1;64(7):577-82. "
"26741",2008,"26741. Br J Clin Pharmacol. 2008 Oct;66(4):444-50. "
"26742",2008,"26742. Br J Haematol. 2008 Oct;143(2):284-7. "
"26743",2008,"26743. Cad Saude Publica. 2008 Oct;24(10):2203-18"
"26744",2008,"26744. Cancer Epidemiol Biomarkers Prev. 2008 Oct;17(10):2773-81. "
"26745",2008,"26745. Cancer Prev Res (Phila). 2008 Oct;1(5):329-38. "
"26746",2008,"26746. Circ Cardiovasc Genet. 2008 Oct;1(1):43-50. "
"26747",2008,"26747. Clin Orthop Relat Res. 2008 Oct;466(10):2513-8. "
"26748",2008,"26748. Clin Otolaryngol. 2008 Oct;33(5):411-9. "
"26749",2008,"26749. Clin Psychol Rev. 2008 Oct;28(7):1138-51. "
"26750",2008,"26750. Clin Ther. 2008 Oct;30(10):1859-68. "
"26751",2008,"26751. Community Ment Health J. 2008 Oct;44(5):311-20. "
"26752",2008,"26752. Crit Care Med. 2008 Oct;36(10):2734-9. "
"26753",2008,"26753. Diabetes Res Clin Pract. 2008 Oct;82(1):48-57. "
"26754",2008,"26754. Drug Alcohol Depend. 2008 Oct 1;97(3):195-206. "
"26755",2008,"26755. Eur Child Adolesc Psychiatry. 2008 Oct;17(7):438-51. "
"26756",2008,"26756. Eur J Cancer. 2008 Oct;44(15):2241-53. "
"26757",2008,"26757. Eur J Cancer. 2008 Oct;44(15):2122-32. "
"26758",2008,"26758. Eur J Cancer. 2008 Oct;44(15):2192-203. "
"26759",2008,"26759. Eur J Cancer Prev. 2008 Oct;17(5):446-52. "
"26760",2008,"26760. Eur J Cardiovasc Prev Rehabil. 2008 Oct;15(5):557-61. "
"26761",2008,"26761. Eur J Heart Fail. 2008 Oct;10(10):1007-14. "
"26762",2008,"26762. Eur J Surg Oncol. 2008 Oct;34(10):1135-42. "
"26763",2008,"26763. Eur Urol. 2008 Oct;54(4):740-63. "
"26764",2008,"26764. Fertil Steril. 2008 Oct;90(4):1069-76. "
"26765",2008,"26765. Fertil Steril. 2008 Oct;90(4):1055-63. Epub 2007 Dec 3"
"26766",2008,"26766. Gynecol Endocrinol. 2008 Oct;24(10):590-600. "
"26767",2008,"26767. Helicobacter. 2008 Oct;13(5):323-40. "
"26768",2008,"26768. Helicobacter. 2008 Oct;13 Suppl 1:7-12. "
"26769",2008,"26769. HIV Med. 2008 Oct;9(9):747-56. "
"26770",2008,"26770. Homeopathy. 2008 Oct;97(4):169-77. "
"26771",2008,"26771. Hum Reprod. 2008 Oct;23(10):2239-45. "
"26772",2008,"26772. Inj Prev. 2008 Oct;14(5):324-8. "
"26773",2008,"26773. Int J Clin Pharmacol Ther. 2008 Oct;46(10):497-510"
"26774",2008,"26774. Int J Clin Pract. 2008 Oct;62(10):1547-59. "
"26775",2008,"26775. Int J Epidemiol. 2008 Oct;37(5):1041-58. "
"26776",2008,"26776. Int J Epidemiol. 2008 Oct;37(5):1069-79. "
"26777",2008,"26777. Int J Pediatr Otorhinolaryngol. 2008 Oct;72(10):1541-5. "
"26778",2008,"26778. Int J STD AIDS. 2008 Oct;19(10):680-4. "
"26779",2008,"26779. Int J Surg. 2008 Oct;6(5):400-3. "
"26780",2008,"26780. Int J Technol Assess Health Care. 2008 Fall;24(4):371-83. "
"26781",2008,"26781. J Affect Disord. 2008 Oct;110(3):197-206. "
"26782",2008,"26782. J Altern Complement Med. 2008 Oct;14(8):1027-42. "
"26783",2008,"26783. J Antimicrob Chemother. 2008 Oct;62(4):661-8. "
"26784",2008,"26784. J Appl Physiol (1985). 2008 Oct;105(4):1352-8. "
"26785",2008,"26785. J Asthma. 2008 Oct;45(8):639-47. "
"26786",2008,"26786. J Clin Child Adolesc Psychol. 2008 Oct;37(4):886-92. "
"26787",2008,"26787. J Clin Nurs. 2008 Oct;17(19):2531-8. "
"26788",2008,"26788. J Clin Oncol. 2008 Oct 1;26(28):4617-25. "
"26789",2008,"26789. J Clin Psychiatry. 2008 Oct;69(10):1589-601"
"26790",2008,"26790. J Endod. 2008 Oct;34(10):1177-81. "
"26791",2008,"26791. J Hand Surg Am. 2008 Oct;33(8):1314.e1-12. "
"26792",2008,"26792. J Hum Hypertens. 2008 Oct;22(10):659-68. "
"26793",2008,"26793. J Neurol Neurosurg Psychiatry. 2008 Oct;79(10):1122-7. "
"26794",2008,"26794. J Occup Health Psychol. 2008 Oct;13(4):293-318. "
"26795",2008,"26795. J Plast Reconstr Aesthet Surg. 2008 Oct;61(10):1140-7. "
"26796",2008,"26796. J Thorac Cardiovasc Surg. 2008 Oct;136(4):884-93. "
"26797",2008,"26797. J Viral Hepat. 2008 Oct;15(10):699-709. "
"26798",2008,"26798. JAMA. 2008 Oct 1;300(13):1551-65. "
"26799",2008,"26799. Lancet Oncol. 2008 Oct;9(10):962-72. "
"26800",2008,"26800. Laryngoscope. 2008 Oct;118(10):1793-800. "
"26801",2008,"26801. Laryngoscope. 2008 Oct;118(10):1878-83. "
"26802",2008,"26802. Med Wieku Rozwoj. 2008 Oct-Dec;12(4 Pt 2):1056-61"
"26803",2008,"26803. Minerva Cardioangiol. 2008 Oct;56(5):453-60"
"26804",2008,"26804. Nat Genet. 2008 Oct;40(10):1216-23. "
"26805",2008,"26805. Nutrition. 2008 Oct;24(10):933-40. "
"26806",2008,"26806. Osteoarthritis Cartilage. 2008 Oct;16(10):1141-9. "
"26807",2008,"26807. Pancreas. 2008 Oct;37(3):247-53. "
"26808",2008,"26808. Pancreas. 2008 Oct;37(3):241-6. "
"26809",2008,"26809. Pharm Stat. 2008 Oct-Dec;7(4):294-301. "
"26810",2008,"26810. Planta Med. 2008 Oct;74(12):1423-9. "
"26811",2008,"26811. Prev Cardiol. 2008 Fall;11(4):210-4. "
"26812",2008,"26812. Prev Med. 2008 Oct;47(4):452-3. "
"26813",2008,"26813. Psychiatr Serv. 2008 Oct;59(10):1121-30. "
"26814",2008,"26814. Psychol Rep. 2008 Oct;103(2):485-98"
"26815",2008,"26815. Public Health. 2008 Oct;122(10):990-1003. "
"26816",2008,"26816. Radiology. 2008 Oct;249(1):97-106. "
"26817",2008,"26817. Scand J Work Environ Health. 2008 Oct;34(5):327-36. Epub 2008 Oct 14"
"26818",2008,"26818. Sleep Med. 2008 Oct;9(7):715-26. "
"26819",2008,"26819. Soc Sci Med. 2008 Oct;67(7):1122-32. "
"26820",2008,"26820. Urology. 2008 Oct;72(4):869-72. "
"26821",2008,"26821. Zhonghua Lao Dong Wei Sheng Zhi Ye Bing Za Zhi. 2008 Oct;26(10):605-8"
"26822",2008,"26822. Zhonghua Wai Ke Za Zhi. 2008 Oct 1;46(19):1460-4"
"26823",2008,"26823. Brain Res. 2008 Sep 26;1232:173-84. "
"26824",2008,"26824. BMC Psychiatry. 2008 Sep 25;8:84. "
"26825",2008,"26825. JAMA. 2008 Sep 24;300(12):1439-50. "
"26826",2008,"26826. Circulation. 2008 Sep 23;118(13):1373-82. "
"26827",2008,"26827. J Am Coll Cardiol. 2008 Sep 23;52(13):1062-72. "
"26828",2008,"26828. BMC Cardiovasc Disord. 2008 Sep 20;8:24. "
"26829",2008,"26829. BMC Psychiatry. 2008 Sep 19;8:81. "
"26830",2008,"26830. BMJ. 2008 Sep 18;337:a1284. "
"26831",2008,"26831. Aliment Pharmacol Ther. 2008 Sep 15;28(6):713-23"
"26832",2008,"26832. Aliment Pharmacol Ther. 2008 Sep 15;28(6):689-703"
"26833",2008,"26833. Arthritis Rheum. 2008 Sep 15;59(9):1221-8. "
"26834",2008,"26834. Biol Psychiatry. 2008 Sep 15;64(6):527-32. "
"26835",2008,"26835. Pain. 2008 Sep 15;138(3):617-29. "
"26836",2008,"26836. PLoS One. 2008 Sep 15;3(9):e3215. "
"26837",2008,"26837. Zhonghua Wai Ke Za Zhi. 2008 Sep 15;46(18):1413-8"
"26838",2008,"26838. World J Gastroenterol. 2008 Sep 14;14(34):5336-43"
"26839",2008,"26839. World J Gastroenterol. 2008 Sep 14;14(34):5301-5"
"26840",2008,"26840. AIDS. 2008 Sep 12;22(14):1799-807. "
"26841",2008,"26841. BMJ. 2008 Sep 11;337:a1344. "
"26842",2008,"26842. JAMA. 2008 Sep 10;300(10):1181-96. "
"26843",2008,"26843. Circulation. 2008 Sep 9;118(11):1146-54. "
"26844",2008,"26844. J Am Coll Cardiol. 2008 Sep 9;52(11):894-904. "
"26845",2008,"26845. Am J Med Genet B Neuropsychiatr Genet. 2008 Sep 5;147B(6):903-13. "
"26846",2008,"26846. Am J Med Genet B Neuropsychiatr Genet. 2008 Sep 5;147B(6):850-8. "
"26847",2008,"26847. Am J Med Genet B Neuropsychiatr Genet. 2008 Sep 5;147B(6):699-706. "
"26848",2008,"26848. J Am Coll Cardiol. 2008 Sep 2;52(10):818-27. "
"26849",2008,"26849. AJNR Am J Neuroradiol. 2008 Sep;29(8):1476-82. "
"26850",2008,"26850. Aliment Pharmacol Ther. 2008 Sep 1;28(5):557-64"
"26851",2008,"26851. Aliment Pharmacol Ther. 2008 Sep 1;28(5):534-44. "
"26852",2008,"26852. Aliment Pharmacol Ther. 2008 Sep 1;28(5):545-56. "
"26853",2008,"26853. Aliment Pharmacol Ther. 2008 Sep 1;28(5):565-73. "
"26854",2008,"26854. Am Heart J. 2008 Sep;156(3):564-572, 572.e1-2. "
"26855",2008,"26855. Am Heart J. 2008 Sep;156(3):414-21. "
"26856",2008,"26856. Am J Clin Nutr. 2008 Sep;88(3):660-6"
"26857",2008,"26857. Am J Epidemiol. 2008 Sep 1;168(5):471-80. "
"26858",2008,"26858. Am J Gastroenterol. 2008 Sep;103(9):2382-93. "
"26859",2008,"26859. Am J Gastroenterol. 2008 Sep;103(9):2394-400. "
"26860",2008,"26860. Am J Gastroenterol. 2008 Sep;103(9):2373-81. "
"26861",2008,"26861. Am J Hum Biol. 2008 Sep-Oct;20(5):510-29. "
"26862",2008,"26862. Am J Hypertens. 2008 Sep;21(9):969-75. "
"26863",2008,"26863. Am J Kidney Dis. 2008 Sep;52(3):475-85. "
"26864",2008,"26864. Am J Kidney Dis. 2008 Sep;52(3):454-63. "
"26865",2008,"26865. Am J Sports Med. 2008 Sep;36(9):1824-8. "
"26866",2008,"26866. Anaesth Intensive Care. 2008 Sep;36(5):646-53"
"26867",2008,"26867. Ann Pharmacother. 2008 Sep;42(9):1195-207. "
"26868",2008,"26868. Ann Rheum Dis. 2008 Sep;67(9):1305-9. Epub 2007 Dec 6"
"26869",2008,"26869. Arch Dis Child Fetal Neonatal Ed. 2008 Sep;93(5):F351-61. "
"26870",2008,"26870. Arch Gen Psychiatry. 2008 Sep;65(9):1017-32. "
"26871",2008,"26871. Arch Pediatr Adolesc Med. 2008 Sep;162(9):858-65. "
"26872",2008,"26872. Atherosclerosis. 2008 Sep;200(1):13-27. "
"26873",2008,"26873. Behav Modif. 2008 Sep;32(5):714-35. "
"26874",2008,"26874. BJOG. 2008 Sep;115(10):1203-13. "
"26875",2008,"26875. Bone. 2008 Sep;43(3):521-31. "
"26876",2008,"26876. Br J Dermatol. 2008 Sep;159(3):513-26. "
"26877",2008,"26877. Br J Dermatol. 2008 Sep;159(3):669-76. "
"26878",2008,"26878. Br J Sports Med. 2008 Sep;42(9):709-14. "
"26879",2008,"26879. Br J Surg. 2008 Sep;95(9):1079-87. "
"26880",2008,"26880. Can J Gastroenterol. 2008 Sep;22(9):761-6"
"26881",2008,"26881. Cancer Causes Control. 2008 Sep;19(7):689-701. "
"26882",2008,"26882. Cancer Epidemiol Biomarkers Prev. 2008 Sep;17(9):2325-36. "
"26883",2008,"26883. Child Abuse Negl. 2008 Sep;32(9):897-911. "
"26884",2008,"26884. Child Care Health Dev. 2008 Sep;34(5):682-95. "
"26885",2008,"26885. Clin Child Fam Psychol Rev. 2008 Sep;11(3):114-44. "
"26886",2008,"26886. Clin Exp Allergy. 2008 Sep;38(9):1451-8. "
"26887",2008,"26887. Clin Infect Dis. 2008 Sep 1;47(5):712-22. "
"26888",2008,"26888. Clin Pharmacol Ther. 2008 Sep;84(3):315-9. "
"26889",2008,"26889. Cogn Neuropsychiatry. 2008 Sep;13(5):369-84. "
"26890",2008,"26890. Contemp Clin Trials. 2008 Sep;29(5):696-704. "
"26891",2008,"26891. Diabet Med. 2008 Sep;25(9):1015-24. "
"26892",2008,"26892. Diabetes. 2008 Sep;57(9):2527-33. "
"26893",2008,"26893. Diabetes. 2008 Sep;57(9):2541-6. "
"26894",2008,"26894. Diabetes Care. 2008 Sep;31(9):1892-7. "
"26895",2008,"26895. Diabetes Educ. 2008 Sep-Oct;34(5):815-23. "
"26896",2008,"26896. Diabetes Res Clin Pract. 2008 Sep;81(3):370-6. "
"26897",2008,"26897. Dig Dis Sci. 2008 Sep;53(9):2524-31. "
"26898",2008,"26898. Dig Dis Sci. 2008 Sep;53(9):2405-14. Epub 2007 Dec 20"
"26899",2008,"26899. Dis Colon Rectum. 2008 Sep;51(9):1339-44. "
"26900",2008,"26900. Endocr Regul. 2008 Sep;42(4):111-9"
"26901",2008,"26901. Epilepsy Res. 2008 Sep;81(1):1-13. "
"26902",2008,"26902. Eur J Cancer Care (Engl). 2008 Sep;17(5):431-43. "
"26903",2008,"26903. Eur J Hum Genet. 2008 Sep;16(9):1117-25. "
"26904",2008,"26904. Eur J Ophthalmol. 2008 Sep-Oct;18(5):765-70"
"26905",2008,"26905. Eur Radiol. 2008 Sep;18(9):1840-56. "
"26906",2008,"26906. Eur Urol. 2008 Sep;54(3):543-62. "
"26907",2008,"26907. Fertil Steril. 2008 Sep;90(3):714-26. Epub 2008 Feb 6"
"26908",2008,"26908. Gastroenterol Clin Biol. 2008 Sep;32(6 Suppl 1):22-39. "
"26909",2008,"26909. Gut. 2008 Sep;57(9):1262-7. "
"26910",2008,"26910. Gynecol Oncol. 2008 Sep;110(3 Suppl 2):S36-40. "
"26911",2008,"26911. Head Neck. 2008 Sep;30(9):1246-52. "
"26912",2008,"26912. Health Psychol. 2008 Sep;27(5):505-12. "
"26913",2008,"26913. Int J Clin Pract. 2008 Sep;62(9):1383-90. "
"26914",2008,"26914. Int J Colorectal Dis. 2008 Sep;23(9):825-32. "
"26915",2008,"26915. Int J Colorectal Dis. 2008 Sep;23(9):875-82. "
"26916",2008,"26916. Int J Tuberc Lung Dis. 2008 Sep;12(9):994-1002"
"26917",2008,"26917. J Adv Nurs. 2008 Sep;63(6):540-9. "
"26918",2008,"26918. J Am Pharm Assoc (2003). 2008 Sep-Oct;48(5):659-65. "
"26919",2008,"26919. J Antimicrob Chemother. 2008 Sep;62(3):442-50. "
"26920",2008,"26920. J Appl Psychol. 2008 Sep;93(5):1082-103. "
"26921",2008,"26921. J Appl Psychol. 2008 Sep;93(5):1042-52. "
"26922",2008,"26922. J Behav Ther Exp Psychiatry. 2008 Sep;39(3):250-61. Epub 2007 Jul 25"
"26923",2008,"26923. J Card Surg. 2008 Sep-Oct;23(5):556-64. "
"26924",2008,"26924. J Clin Periodontol. 2008 Sep;35(8 Suppl):29-44. "
"26925",2008,"26925. J Clin Periodontol. 2008 Sep;35(9):754-67. "
"26926",2008,"26926. J Clin Psychiatry. 2008 Sep;69(9):1423-36"
"26927",2008,"26927. J Clin Psychiatry. 2008 Sep;69(9):1404-15"
"26928",2008,"26928. J Craniofac Surg. 2008 Sep;19(5):1270-4. "
"26929",2008,"26929. J Gen Intern Med. 2008 Sep;23(9):1507-13. "
"26930",2008,"26930. J Hypertens. 2008 Sep;26(9):1726-34. "
"26931",2008,"26931. J Hypertens. 2008 Sep;26(9):1715-25. "
"26932",2008,"26932. J Int Med Res. 2008 Sep-Oct;36(5):875-82"
"26933",2008,"26933. J Oral Maxillofac Surg. 2008 Sep;66(9):1881-94. "
"26934",2008,"26934. J Periodontol. 2008 Sep;79(9):1620-9. "
"26935",2008,"26935. J Psychiatry Neurosci. 2008 Sep;33(5):405-12"
"26936",2008,"26936. J Sch Health. 2008 Sep;78(9):465-79; quiz 518-20. "
"26937",2008,"26937. J Steroid Biochem Mol Biol. 2008 Sep;111(3-5):195-9. "
"26938",2008,"26938. Korean J Radiol. 2008 Sep-Oct;9(5):432-8. "
"26939",2008,"26939. Lancet Infect Dis. 2008 Sep;8(9):543-52. "
"26940",2008,"26940. Lancet Infect Dis. 2008 Sep;8(9):553-63. "
"26941",2008,"26941. Mayo Clin Proc. 2008 Sep;83(9):1011-21. "
"26942",2008,"26942. Med Vet Entomol. 2008 Sep;22(3):203-21. "
"26943",2008,"26943. Mutat Res. 2008 Sep-Oct;659(3):274-83. "
"26944",2008,"26944. Nat Genet. 2008 Sep;40(9):1053-5. "
"26945",2008,"26945. Nephrol Dial Transplant. 2008 Sep;23(9):3017-23. "
"26946",2008,"26946. Nucl Med Commun. 2008 Sep;29(9):791-802. "
"26947",2008,"26947. Obes Rev. 2008 Sep;9(5):389-99. "
"26948",2008,"26948. Obes Rev. 2008 Sep;9(5):420-7. "
"26949",2008,"26949. Obesity (Silver Spring). 2008 Sep;16(9):2096-106"
"26950",2008,"26950. Obesity (Silver Spring). 2008 Sep;16(9):2024-38. "
"26951",2008,"26951. Osteoarthritis Cartilage. 2008 Sep;16(9):965-72. "
"26952",2008,"26952. Pain Med. 2008 Sep;9(6):634-59"
"26953",2008,"26953. Perfusion. 2008 Sep;23(5):255-60. "
"26954",2008,"26954. Prostaglandins Leukot Essent Fatty Acids. 2008 Sep-Nov;79(3-5):97-9. "
"26955",2008,"26955. Psychol Bull. 2008 Sep;134(5):677-99. "
"26956",2008,"26956. Psychol Bull. 2008 Sep;134(5):648-61. "
"26957",2008,"26957. Reg Anesth Pain Med. 2008 Sep-Oct;33(5):389-94. "
"26958",2008,"26958. Scand J Urol Nephrol Suppl. 2008 Sep;(218):64-78. "
"26959",2008,"26959. Schizophr Res. 2008 Sep;104(1-3):96-107. "
"26960",2008,"26960. Schizophr Res. 2008 Sep;104(1-3):135-45. "
"26961",2008,"26961. Sci China C Life Sci. 2008 Sep;51(9):814-20. "
"26962",2008,"26962. Skeletal Radiol. 2008 Sep;37(9):791-5. "
"26963",2008,"26963. Spine (Phila Pa 1976). 2008 Sep 1;33(19):E680-92. "
"26964",2008,"26964. Stroke. 2008 Sep;39(9):2622-6. "
"26965",2008,"26965. Surg Endosc. 2008 Sep;22(9):1928-34. "
"26966",2008,"26966. Tech Coloproctol. 2008 Sep;12(3):229-39. "
