,database,number,year,code,data,software,ancestors,LuAdes2006,LuAdes04,Caldwell05,DiasSutton13,Lumley02,DSU,Salanti11,Salanti08,SpiegAbrams04,ISPOR,Sutton08,Reitsma05,SmithSpieg95,AdesScul06,WarnThomp02,Gelman06,BDA,Other,problem,success,model,priors,freq_and_bayes,justified,year,citation
198,medline,219,2011, no, yes, Stata 11.0," Deeks JJ. Systematic reviews in health care: Systematic reviews of eval- uations of diagnostic and screening tests. BMJ 2001;323:157-62. ; Moses LE, Shapiro D, Littenberg B. Combining independent studies of a diagnostic test into a summary ROC curve: data-analytic approaches and some additional considerations. Stat Med 1993;12:1293-316.",,,,,,,,,,,,,,,,,,1, diagnostic MA, yes," ""bivariate random-effects model"" HSROC", not stated, not clear,,2011,219. Gastrointest Endosc. 2011 Jun;73(6):1122-34. 
199,medline,220,2011, no, no, OpenBUGS," Schmid CH, Stark PC, Berlin JA, Landais P, Lau J. Meta- regression detected associations between heterogeneous treatment effects and study-level, but not patient-level, factors. J Clin Epidemiol 2004;57:683e97. ; Ishak KJ, Platt RW, Joseph L, Hanley JA, Caro JJ. Meta-analysis of longitudinal studies. Clin Trials 2007;4:525e39.",,,,,,,,,,,,,,,,,,1, multivar MA with multiple timepoints, yes, multivar longitudinal random-effects," N(0,1000000) U(0,100)", no,,2011,220. Osteoarthritis Cartilage. 2011 Jun;19(6):611-9. 
200,medline,221,2011, no, not sure, WinBUGS 1.4," Adamina M, Tomlinson G, Guller U. Bayesian statistics in oncology: a guide for the clinical investigator. Cancer 2009;115:5371-81. ; Sutton AJ, Higgins JP. Recent developments in meta-anal- ysis. Stat Med 2008;27:625-50.",,,,,,,,,,,1,,,,,,,1, standard MA, yes," ""random-effect Bayesian meta-analysis"""," ""diffuse""", no,,2011,221. Surgery. 2011 Jun;149(6):830-40. 
201,medline,222,2011, no, not everything, R 'MCMCglmm'," Arends LR, Hamza TH, van Houwelingen JC et al. Bivariate random effects meta-analysis of ROC curves. Med Decis Making 2008;28:621-38. ;	Chu H, Cole SR. Bivariate meta-analysis of sensitivity and specificity with sparse data: a generalized linear mixed model approach. J Clin Epidemiol 2006;59:1331-2. ;	Hamza TH, van Houwelingen HC, Heijenbrok-Kal MH, Stijnen T. Associating explanatory variables with summary receiver operating characteristic curves in diagnostic meta-analysis. J Clin Epidemiol 2009;62:1284-91. ;	Reitsma JB, Glas AS, Rutjes AW et al. Bivariate analysis of sensitivity and specificity produces informative summary measures in diagnostic reviews. J Clin Epidemiol 2005;58:982-90. ;	Van Houwelingen HC, Zwinderman KH, Stijnen T. A bivariate approach to meta-analysis. Stat Med 1993;12:2273-84. ;	van Houwelingen HC, Arends LR, Stijnen T. Advanced methods in meta-analysis: multivariate approach and meta-regression. Stat Med 2002;21:589-624.",,,,,,,,,,,,1,,,,,,1, diagnostic MA, yes, bivariate random effects," ""For the Bayesian approach, we used a non-informative inverse Wishart prior for the (co)variances and a normal prior for the fixed effects""", yes," no ""We carefully checked the estimates of the Bayesian approach with the standard likelihood approach""",2011,222. Anesth Analg. 2011 May;112(5):1019-33. 
202,medline,223,2011, no, no," ""Analyses were conducted with self-written computer code using Intel Fortran compiler v.11.0.083 (Santa Clara, CA, USA). Calculations were done using standard Markov chain Monte Carlo (MCMC) methodology utilizing Metropolis- Hastings steps""",,,,,,,,,,,,,,,,,,,, standard MA, yes, standard log-HR hierarchical model," We assume the following hierarchical distribution for the trial effects: Ï†S âˆ¼ normal(Î¼, Ï„ 2 ) for s = 2,. . .,6. The prior distribution for hyper-parameter Î¼ is normal (0,1) and the prior distribution for the hyper-parameter Ï„2 is Inverse Gamma (0.5,1). The prior distributions for the baseline haz- ard rates are Gamma (0.001, 0.001) for j = 1,. . .,5, and the priordistributionsforthetreatmenteffects,Î¸1 andÎ¸2,arein- dependent Normal (0,102 ). These distributions are noninfor- mative in the sense that they assume that little is known a priori about these parameters.", no,,2011,223. Cancer Invest. 2011 May;29(4):293-9. 
203,medline,224,2011, no, no, WinBUGS,"  Caldwell DM, Ades AE, Higgins JPT. Simultaneous comparison of multiple treatments: combining direct and indirect evidence. BMJ 2005;331:897-900. ; Lu G, Ades AE. Combination of direct and indirect evidence in mixed treatment comparisons. Stat Med 2004;23:3105-24. ; Higgins JP, Whitehead A. Borrowing strength from external trials in a meta-analysis. Stat Med 1996;15:2733-49. ; Smith TC, Spiegelhalter DJ, Thomas A. Bayesian approaches to random-effects meta-analysis: a comparative study. Stat Med 1995;14:2685-99.",,1,1,,,,,,,,,,,,,,,1, mtc, yes, mtc," N(0,10000) U(0,2) U(0,10)", yes, direct and indirect,2011,224. BMJ. 2011 Apr 6;342:d1714. 
204,medline,225,2011, no, yes, WinBUGS," Smith TC, Spiegelhalter DJ, Thomas A. Bayesian approaches to random-effects meta-analysis: a comparative study. Stat Med. 1995;14(24):2685- 2699. ; Lu G, Ades AE. Combination of direct and indi- rect evidence in mixed treatment comparisons. Stat Med. 2004;23(20):3105-3124.",,1,,,,,,,,,,,,,,,,1, nma, yes, nma, not stated, yes, direct and indirect,2011,225. Arch Intern Med. 2011 Mar 14;171(5):384-94. 
205,medline,226,2011, no, no, WinBUGS," Caldwell DM, Ades AE, Higgins JPT. Simultaneous comparison of multiple treatments: combining direct and indirect evidence. BMJ2005;331:897-900. ; Sutton AJ, Abrams KR. Bayesian methods in me ta-analysis and evidence synthesis. Stat Methods Med Res 2001;10:277-303. ;  Salanti G, Higgins JPT, Ades AE, Ioannidis JPA. Evaluation of networks of randomized trials. Stat Methods Med Res 2008;17:279-301.",,,1,,,,,1,,,,,,,,,,1, mtc, yes, mtc," ""vague""", yes, yes,2011,226. BMJ. 2011 Mar 11;342:d1199. 
206,medline,227,2011, no, yes, WinBUGS, none,,,,,,,,,,,,,,,,,,," standard MA, RCTs + observational", yes, hierarchical random-effects," ""Low-information prior distributions""", no,,2011,227. Int Orthop. 2011 Mar;35(3):331-9. 
207,medline,228,2011, no, yes, WinBUGS,"  Smith TC, Spiegelhalter DJ, Thomas A. Bayesian approaches to random-effects meta-analysis: a comparative study. Stat Med 1995; 14:2685â€“99.",,,,,,,,,,,,,,,,,,1, standard MA, yes," frequentist + Bayesian MA ""as a sensitivity analysis"""," only that ""low information prior distributions were used throughout and sensitivity analyses with different choices of low information prior distributions showed robustness to the analysis""", yes," no ""As a sensitivity analysis, in case of statistical het- erogeneity, in addition to the classical random effects model to pool the data, we performed a Bayesian hierarchical random effects meta- analysis.""",2011,228. QJM. 2011 Mar;104(3):193-200. 
208,medline,231,2011, no, possibly in online appendix, OpenBUGS," Berry S, Berry D, Natarajan K, et al. Bayesian survival analysis with nonpropor- tional hazards: metaanalysis of combination pravastatin-aspirin. JASA 2004; 99: 36â€“44.",,,,,,,,,,,,,,,,,,1, IPD MA, yes," ""Relative risks were estimated using Bayesian piecewise exponential models"""," N(0,1000) U(0,100) then some sensitivity analysis", no,,2011,231. Pharmacoepidemiol Drug Saf. 2011 Feb;20(2):119-30. 
209,medline,232,2011, no, no, WinBUGS 1.4," Lu G, Ades A. A combination of direct and indirect evidence in mixed treatment comparisons. Stat Med 2004; 23:3105â€“24.",,1,,,,,,,,,,,,,,,,," nma, meta-regression", yes," ""We performed a random-effects meta-analysis and meta-regression. We performed a mixed treatment comparison using Bayesian methods.""", not stated, yes, direct and indirect,2011,232. QJM. 2011 Feb;104(2):109-24. 
210,medline,233,2011, no, yes, WinBUGS 1.4," Lu G, Ades AE. Combination of direct and indirect evidence in mixed treatment comparisons. Stat Med 2004;23:3105-24.",,1,,,,,,,,,,,,,,,,, nma, yes, nma," N(0,1000), others not stated", no,,2011,233. Semin Arthritis Rheum. 2011 Feb;40(4):275-84.e1-2. 
211,medline,234,2011, no, yes, WinBUGS 1.4.2, none,,,,,,,,,,,,,,,,,,, IPD diagnostic MA, yes," ""Bayesian bivariate binomial models"""," Î± ~ N(0,1000Î™) ; Î² ~ N(0,1000Î™) ; Ïƒ_Î¼ ~ Uniform(0, 100) ; Ïƒ_Î½ ~ Uniform(0, 100) Ï ~ Uniform(âˆ’1,1)", no,,2011,234. J Natl Cancer Inst. 2011 Jan 19;103(2):129-42. 
212,medline,235,2011, no, yes, WinBUGS, None relevant,,,,,,,,,,,,,,,,,,, standard MA, yes," ""a full meta-analysis combining and summarizing 16 studies was first performed using both traditional and Bayesian approaches"" ... ""Bayesian meta-regression and subgroup analysis were then conducted to find possible risk modifications by other factors""", not stated, no,,2011,235. Breast Cancer Res Treat. 2011 Jan;125(2):495-504. 
213,medline,236,2011, no, no, WinBUGS 1.4," Lu G, Ades AE: Combination of direct and indirect evidence in mixed treatment com- parisons. Stat Med 2004;23:3105â€“3124. ; Jansen JP, Crawford B, Bergman G, Stam W: Bayesian meta-analysis of multiple treat- ment comparisons: an introduction to mixed treatment comparisons. Value Health 2008; 11:956â€“964.",,1,,,,,,,,,,,,,,,,, nma, yes, nma," N(0,10000) inv-gamma(0.001,0.001)", no,,2011,236. Cardiology. 2011;120(2):59-72. 
214,medline,238,2011, no, yes, WinBUGS 1.4.1," Caldwell DM, Ades AE, Higgins JP. Simultaneous comparison of multiple treatments: combining direct and indirect evidence. BMJ. 2005;331(7521):897â€“900. ; Lu G, Ades AE. Combination of direct and indirect evidence in mixed treatment comparisons. Stat Med. 2004;23(20):3105â€“3124. ; Jansen J, Crawford B, Bergman G, Stam W. Bayesian meta-analysis of multiple treatment comparisons: an introduction to mixed treatment comparisons. Value Health. 2008;11(5):964â€“966.",,1,1,,,,,,,,,,,,,,,1, nma, yes, nma + tx-by-covariate interactions," N(0,1000000) U(0,2)", no,,2011,238. Int J Chron Obstruct Pulmon Dis. 2011;6:329-44. 
215,medline,241,2010, no, yes, WinBUGS 1.4, none,,,,,,,,,,,,,,,,,,, standard MA, yes, hierarchical Bayesian model," ""low information"", the only one mentioned is U(0.001, 10) for the between-study variance", no,,2010,241. Circ Cardiovasc Interv. 2010 Dec;3(6):565-76. 
216,medline,242,2010, no, yes in appendix?, WinBUGS 1.4.3," Spiegelhalter DJ, Abrams KR, Myles JP. Bayesian approaches to clinical trials and health-care evaluation. Hoboken, NJ: John Wiley & Sons; 2004.",,,,,,,,,1,,,,,,,,,, standard MA, yes," ""Bayesian random-effects meta-analysis""", not stated, no,,2010,242. Eur Urol. 2010 Dec;58(6):865-74. 
217,medline,243,2010, no, yes, WinBUGS 1.4," Jansen JP, Crawford B, Bergman G, et al. Bayesian meta-analysis of multiple treatment comparisons: an introduction to mixed treatment comparisons. Value Health 2008;11:956â€“64. ; Caldwell DM, Ades AE, Higgins JP. Simultaneous comparison of multiple treatments: combining direct and indirect evidence. BMJ 2005;331:897â€“900. ; Ades AE, Sculpher M, Sutton A, et al. Bayesian methods for evidence synthesis in cost-effectiveness analysis. Pharmacoeco- nomics 2006;24:1â€“19. ; Lu G, Ades AE. Combination of direct and indirect evidence in mixed treatment comparisons. Stat Med 2004;23:3105â€“24.",,1,1,,,,,,,,,,,1,,,,, mtc, yes, mtc," non-informative ""However, sensitivity analyses suggested that the posterior estimates of the uncertainty around treatment effects (but not the posterior means) were sensitive to the priors used. Informative half-normal priors [31] were therefore used for the between-studies SD in order to allow this external data to help inform the between-studies SD; these distributions were based on a meta-analysis of interferon trials identified in a pub- lished systematic review [32]. The methods used to estimate these priors are described in more detail at: http://www.ispor.org/ Publications/value/ViHsupplementary/ViH13i8_Fidler.asp.""", yes, direct and indirect,2010,243. Value Health. 2010 Dec;13(8):934-45. 
218,medline,244,2010, no, yes, WinBUGS 1.4.2, none relevant,,,,,,,,,,,,,,,,,,, standard MA for incidence," yes but ""The incidence of lymphedema is related to the type and extent of treatment, anatomic location, heterogeneity of assessment methods, and length of follow-up""", hierarchical binomial, not stated, no,,2010,244. Cancer. 2010 Nov 15;116(22):5138-49. 
219,medline,245,2010, no, yes, WinBUGS, none,,,,,,,,,,,,,,,,,,, standard MA for incidence, yes, not stated," ""vague but proper""", no,,2010,245. Am J Cardiol. 2010 Oct 15;106(8):1075-80. 
220,medline,246,2010, no, no, WinBUGS 1.4," Lumley T. Network meta-analysis for indirect treatment comparisons. Stat Med 2002;21:2313-24. ; Salanti G, Higgins JP, Ades AE, Ioannidis JP. Evaluation of networks of randomized trials. Stat Methods Med Res  2008;17:279-301. ; Smith TC, Spiegelhalter DJ, Thomas A. Bayesian approaches to random-effects meta-analysis: a comparative study. Stat Med 1995;14:2685-99. ; Lu G, Ades AE. Combination of direct and indirect evidence in mixed treatment comparisons. Stat Med 2004;23:3105-24. ; Cooper NJ, Sutton AJ, Lu G, Khunti K. Mixed comparison of stroke prevention treatments in individuals with nonrheumatic atrial fibrillation. Arch Intern Med 2006;166:1269-75.",,1,,,1,,,1,,,,,,,,,,1, nma, yes, nma + linear effect of time (but then mentions it like an extra level in the model)," ""minimally informative"" between-trial: gamma(0.001,0.001) vs U(?,?) and between-time: U(0,50)", not clear,,2010,246. BMJ. 2010 Sep 16;341:c4675. 
221,medline,247,2010, no, yes, WinBUGS 1.4.3," LumleyT.Networkmeta-analysisforindirecttreatmentcomparisons.StatMed 2002;21:2313e2324. ; Lu G, Ades AE. Combination of direct and indirect evidence in mixed treatment comparisons. Stat Med 2004;23:3105e3124. ; Caldwell DM, Ades AE, Higgins JP. Simultaneous comparison of multiple treatments: combining direct and indirect evidence. BMJ 2005;331:897e900. ; Welton NJ, Caldwell DM, Adamopoulos E, Vedhara K. Mixed treatment comparison meta-analysis of complex interventions: psychological interven- tions in coronary heart disease. Am J Epidemiol 2009;169:1158e1165.",,,1,,1,,,,,,,,,,,,,1, nma, yes, nma, not stated, no,,2010,247. J Hosp Infect. 2010 Sep;76(1):1-11. 
222,medline,248,2010, no, yes, WinBUGS," Higgins JP, Whitehead A. Borrowing strength from external trials in a meta-analysis. Stat Med 1996;15:2733â€“49. ; Caldwell DM, Ades AE, Higgins JP. Simultaneous comparison of multiple treatments: combining direct and indirect evidence. BMJ 2005;331:897â€“900.",,,1,,,,,,,,,,,,,,,1, nma, yes, nma," ""Low information prior distributions were used. Sensi- tivity analysis did not reveal any great dependence on the choice of prior (b0.02 difference for the mean of the posterior distribution).""""", no,,2010,248. Int J Cardiol. 2010 Jul 23;142(3):218-23. 
223,medline,249,2010, no, yes, WinBUGS," Carlin BP, Galfand AE, Smith AFM (1992) Hierarchical Bayesian analysis of changepoint problems. Appl Stat 41: 389â€“408",,,,,,,,,,,,,,,,,,1, standard MA + meta-regression for genetic risk factor, yes," ""Both traditional method and Bayesian approach were applied""", not stated, yes, no,2010,249. Breast Cancer Res Treat. 2010 Jul;122(2):471-81. 
224,medline,250,2010, yes (algebra), yes, WinBUGS," Warn, Thompson, Spiegelhalter 2002; Stangl & Berry 2000 (book); Sutton et al 2000 (book)",,,,,,,,,,,,,,,1,,,1, nma, yes, random effects nma," vague normal for average pt characteristics but gamma(1,1) for dose effects assumed to be directional", no,,2010,250. Curr Med Res Opin. 2010 Jul;26(7):1565-78. 
225,medline,251,2010, no, yes, WinBUGS," Warn DE, Thompson SG, Spiegelhalter DJ: Bayesian random effects meta-analysis of trials with binary outcomes: methods for the absolute risk difference and relative risk scales. Stat Med 2002, 21:1601-1623.",,,,,,,,,,,,,,,1,,,, standard MA + meta-regression, yes," ""Bayesian random-effects models, and heterogeneity was examined using meta-regression"""," ""Low information prior distributions (mean 0 and a standard deviation of 100) were used for all parameters. The between-study standard deviation in the log (RR) was assumed to follow a uniform distribution over the range from 0 to 5.""", no,,2010,251. BMC Cardiovasc Disord. 2010 Jun 3;10:24. 
226,medline,253,2010," algebra is given, but it would need the spreadsheet to be shared really", yes, Excel 2002 SP3, none relevant,,,,,,,,,,,,,,,,,,, standard MA, no - uncertainty is high and doubt remains about which model is 'correct'," ""A meta-analysis was performed for eight clinical end-points. Due to quality problems in seven of the eight included studies, a Bayesian meta-analysis using a skeptical prior derived from the results of the classical analysis was also performed""", subjective - extensively explained, yes, yes,2010,253. J Gastrointest Surg. 2010 May;14(5):788-804. 
227,medline,254,2010, yes, yes, WinBUGS, none,,,,,,,,,,,,,,,,,,, MA and meta-regression of incidence & epidemiology, yes, hierarchical logit," N(0,1000) U(0,2)", no,,2010,254. Lancet Infect Dis. 2010 Apr;10(4):251-61. 
228,medline,255,2010, yes, maybe, Excel," Dodson B. The Weibull analysis handbook. 2nd ed. Milwaukee, Wisconsin: ASQ Quality Press, 2006:7, 11 ; Higgins JP, White IR, Anzures-Cabrera J. Meta-analysis of skewed data: combining results reported on log-transformed or raw scales. Stat Med 2008;27:6072â€“92",,,,,,,,,,,,,,,,,,1, standard MA of survival data, yes, random effects," WIP, justification lacking", no,,2010,255. Anesth Analg. 2010 Feb 1;110(2):570-80. 
229,medline,256,2010, no, yes, WinBUGS 1.4, none,,,,,,,,,,,,,,,,,,, standard MA, yes, hierarchical logit and  mean differences," N(0,1000000) U(0.001, 10)", no,,2010,256. Circ Cardiovasc Interv. 2010 Feb 1;3(1):6-16. 
230,medline,258,2010, no, yes, WinBUGS," Caldwell, Ades, Higgins 2005; Lu, Ades 2004; Cooper et al Arch INtern Med 2006;166:1269-75.",,1,1,,,,,,,,,,,,,,,1, mtc + rank prob, yes but caution about RCTs not powered for adverse events, not stated, not stated, no,,2010,258. Curr Med Res Opin. 2010 Jan;26(1):53-9. 
231,medline,259,2010, no, no, Excel, none relevant,,,,,,,,,,,,,,,,,,, not clear," several limitations to analysis, some of which might be included in a Bayesian model"," not clear, looks like HSROC", not stated, not clear,,2010,259. Psychother Psychosom. 2010;79(5):285-94. 
232,medline,260,2009, yes, yes, WinBUGS," Spiegelhalter, D.J., Abrams, K.R., Myles, J.P., 2003b. Bayesian Approaches to Clinical Trials and Health-Care Evaluation. Wiley, Chichester, 10391 p.",,,,,,,,,,,,,,,,,,1," genetic risk factor, observational studies", yes, not clear but classical FE + RE + Bayesian," gamma(0.001,0.001) N(0,100000)", yes, no,2009,260. Infect Genet Evol. 2009 Dec;9(6):1356-63. 
233,medline,261,2009, no, no, WinBUGS 1.4, none,,,,,,,,,,,,,,,,,,, update previous MA with new data, yes, hierarchical," informative but perhaps too informed. ""between-study preci- sion was modeled using a vague prior with a  gamma distribution"" but ""Using the fixed-effects pooled re- sults from the previous meta-analyses completed by Leipzig et al15,16 as prior unadjusted ORs, we calculated up- dated Bayesian pooled estimates of the ORs"" and ""For medica- tion classes not assessed by Leipzig and colleagues, we used a noninformative prior with a log-normal distribution cen- tered at 0, with a wide variance (1000) to reflect the lack of previous evidence""", no,,2009,261. Arch Intern Med. 2009 Nov 23;169(21):1952-60. 
234,medline,262,2009," not sure, appendix only", yes, WinBUGS 1.4," Spiegelhalter DJ, Abrams KR, Myles JP. Bayesian Approaches to Clinical Trials and Health-care Evaluation. Chichester, England: John Wiley & Sons; 2004. ; Sutton AJ, Abrams KR. Bayesian methods in meta-analysis and evi- dence synthesis. Stat Methods Med Res. 2001;10:277-303. ; ROBUST",,,,,,,,,1,,,,,,,,,1, standard MA, yes," ""hierarchical random-effects Bayesian meta-analysis"""," Some sensitivity anlysis but unusual in places ""To synthesize trial data in conjunction with observational data, we applied 3 different prior distributions to the model: a â€œnon-informativeâ€ prior distribution,21 an â€œinformativeâ€ prior distribution generated from the observational studies,22 and a â€œscepticalâ€ prior distribution using observational data.17,23,24 In addition, to assess the effect of incorrect assumptions, we generated an â€œerroneousâ€ prior distribu- tion using the global index from the WHI trial to approx- imate an increased relative risk of death in younger women when, in fact, no increase in mortality was seen. For the â€œnon-informativeâ€ prior distribution, we set a relative risk of 1.0 with a large variance, so that the pooled trial data dominated the posterior distribution. This result is similar to that obtained from a traditional non-Bayesian meta-analysis. For the â€œinformativeâ€ prior distribution, we applied the same random-effects model to the pooled ob- servational studies; randomized trial data were then added via the Bayes rule to produce posterior distributions. The â€œscepticalâ€ prior distribution used the assumption that most clinically important interventions reduce the relative risk of major outcomes by 10%-20%.24 We assigned a highly skep- tical prior distribution to our model that allowed only a 5% chance to observe a large benefit, such as the 30% risk reduction taken from observational studies.""", no,,2009,262. Am J Med. 2009 Nov;122(11):1016-1022.e1. 
235,medline,263,2009," not sure, appendix only", no, WinBUGS 1.4," Lu G, Ades A. Combination of direct and indirect evidence in mixed treatment comparisons. Stat Med 2004;23:3105â€“24. ; Caldwell D, Ades A, Higgins J. Simultaneous comparison of multiple treatments: combining direct and indirect evidence. BMJ 2005;331:897â€“900. ; Salanti G, Higgins J, Ades A, Ioannidis J. Evaluation of networks of randomized trials. Stat Methods Med Res 2008;17:279â€“301. ; Sutton A, Higgins J. Recent developments in meta-analysis. Stat Med 2008;27:625â€“50. ; Jansen JP, Crawford B, Bergman G, Stam W. Bayesian meta-analysis of multiple treatment comparisons: an introduction to mixed treatment comparisons. Value Health 2008 epub ahead of print.",,1,1,,,,,1,,,1,,,,,,,1, mtc of survival data, yes, mtc, not stated, yes, direct and indirect,2009,263. Cancer Treat Rev. 2009 Nov;35(7):570-3. 
236,medline,264,2009, appendix, no, WinBUGS, none relevant,,,,,,,,,,,,,,,,,,, mtc + adjusting for baseline differences, yes but sensitive to adjustment," ""Bayesian random effects analysis of 23 published studies. We constructed a random effects model including a factor adjusting for between-study differences in baseline A1C levels""", not stated, yes," not really, direct vs indirect and to bring in baseline differences, so why do the direct MAs frequentist-style?",2009,264. Diabetes Obes Metab. 2009 Nov;11(11):1009-16. 
237,medline,265,2009, no, no, WinBUGS," Spiegelhalter DJ, Abrams KR, Myles JP. Bayesian approaches to clinical trials and health-care evaluation. West Sussex, United Kingdom: John Wiley & Sons Ltd, 2004. ; Sutton AJ, Abrams KR, Jones DR, Sheldon TA, Song F. Methods for meta-analysis in medical research West Sussex. London, United King- dom: John Wiley & Sons Ltd, 2000.",,,,,,,,,1,,,,,,,,,1," risk factor MA, observational studies", yes," ""Traditional and Bayesian methods of meta-analysis were applied"""," N(0,10000) U(0,10)", yes, no,2009,265. Am J Clin Nutr. 2009 Oct;90(4):943-50. 
238,medline,266,2009, no, yes, WinBUGS, none,,,,,,,,,,,,,,,,,,, standard MA, yes, appears to be frequentist FE and Bayesian of some form, not stated, yes, no,2009,266. Circ Cardiovasc Interv. 2009 Oct;2(5):409-15. 
239,medline,267,2009, no, yes, WinBUGS 1.4, none,,,,,,,,,,,,,,,,,,, standard MA, yes," hierarchical logit with attempt to adjust for ""prescription regime"""," Some (too?) informative: ""Two prior distributions were used: â€˜â€˜vague priorsâ€™â€™ on the distribution of the effect size, and â€˜â€˜informative priorsâ€™â€™ based on the SMART trial confidence limits for the outcome variables [10]. The prior used for total deaths was the confidence interval for the odds ratio for all deaths of 0.8â€“2.1 from the SMART trial [10]. For asthma death, the confidence interval of 1.2â€“15.3 was used.""", yes, no,2009,267. Eur Respir J. 2009 Oct;34(4):803-11. 
240,medline,268,2009, no, posisbly in appendix A at http://links.lww.com/A1243, WinBUGS," Cooper, Sutton, Abrams. Health Econ 2004;13:203-226.",,,,,,,,,,,,,,,,,,1, MA + cost-effectiveness acceptability," yes (but the effectiveness data are from 2 studies, and there are strong assumptions in the costs)", random effects, not stated, no,,2009,268. Med Care. 2009 Oct;47(10):1053-61. 
241,medline,269,2009, no, yes, WinBUGS 1.4.3," Sutton AJ, Abrams KR: Bayesian methods in meta-analysis and evidence synthesis. Stat Methods Med Res 2001, 10:277-303 ; Ades AE, Sutton AJ: Multiparameter evidence synthesis in epi- demiology and medical decision-making. J R Statist Soc A 2006, 169:5-35.",,,,,,,,,,,,,,,,,,1, standard MA, yes,  not clear," unclear / contradictory. Abstract: ""Using Bayesian meta-analysis based on the effect size of observational studies as the prior..."". Methods: ""We performed Bayesian random-effects meta-analysis with non-informative prior (mu~dnorm(0, 0.0001) and precision~dgamma(0.001, 0.001))  ...  Since the results of Bayesian meta-analysis are sensi- tive to the priors, we used several priors to check the sen- sitivity of the findings.""",,,2009,269. BMC Musculoskelet Disord. 2009 Sep 21;10:113. 
242,medline,270,2009, yes http://www.dhe.med.uoi.gr/software.htm., no, WinBUGS," Seaman SR, Richardson S. Bayesian analysis of case-control studies with categorical covariates. Biometrika. 2001;88(4): 1073â€“1088.",,,,,,,,,,,,,,,,,,1, genetic risk factors and inhereitance patterns," complex, quite well documented but not my field of expertise", yes," ""minimally informative"" Normal, equal Dirichlet, and various betas", no,,2009,270. Am J Epidemiol. 2009 Sep 1;170(5):537-45. 
243,medline,271,2009, no, no, WinBUGS 1.4," Thompson SG, Higgins JP: How should meta-regression analyses be undertaken and interpreted? Stat Med 2002, 21:1559-1573. ; Lu G, Ades A: A combination of direct and indirect evidence in mixed treatment comparisons. Stat Med 2004, 23:3105-3124.",,,,,,,,,,,,,,,,,,1, mtc, yes, mtc, not stated, yes, direct and indirect,2009,271. Ann Clin Microbiol Antimicrob. 2009 Jun 26;8:23. 
244,medline,272,2009, no," yes, maybe not all", WinBUGS 1.4.1," Spiegelhalter D. J., Abrams K., Myles J. P. Bayesian Approaches to Clinical Trials and Health-Care Evaluation. West Sussex: John Wiley & Sons, Ltd.; 2006.",,,,,,,,,1,,,,,,,,,, MA + meta-regression, yes," ""Controlling for exposure, type of incident and time since the event occurred"""," U(0,10) and other ""vague or non-informative"" priors", no,,2009,272. Addiction. 2009 Jun;104(6):894-904. 
245,medline,273,2009, no, no, WinBUGS 1.4," Minelli C, Thompson JR, Abrams KR, Lambert PC (2005a) Bayesian implementation of a genetic model-free approach to the meta- analysis of genetic association studies. Stat Med 24:3845â€“3861 ; Minelli CT, Abrams JohnR, KRT Ammarin, Attia J (2005b) The choice of a genetic model in the meta-analysis of molecular association studies. Int J Epidemiol 34:1319â€“1328",,,,,,,,,,,,,,,,,,1," genetic risk factor, observational data", yes, Minelli, not stated, yes, no,2009,273. Hum Genet. 2009 Jun;125(5-6):627-31. 
246,medline,275,2009, no, no, no, none,,,,,,,,,,,,,,,,,,, standard MA leading into health economic Markov model, yes, not clear, not stated, no,,2009,275. Heart. 2009 Apr;95(7):542-9. 
247,medline,276,2009," no, maybe online", yes, WinBUGS 1.4.1, none,,,,,,,,,,,,,,,,,,, standard MA, yes," ""hierarchical Bayesian random-effects models"""," ""diffuse""", yes, no,2009,276. Eur Heart J. 2009 Mar;30(6):718-30. 
248,medline,278,2009, no," some, maybe not all", WinBUGS," Smith TC, Spiegelhalter DJ, Thomas A. Bayesian approaches to random-effects meta-analysis: a comparative study. Stat Med 1995; 14: 2685â€“99.",,,,,,,,,,,,,,,,,,1, standard MA, yes," ""Bayesian random-effects meta-analysis""", not stated, no,,2009,278. Lancet Infect Dis. 2009 Mar;9(3):153-61. 
249,medline,279,2009, no, no, WinBUGS 1.4.3," Warn DE, Thompson SG, Spiegelhalter DJ: Bayesian random effects meta-analysis of trials with binary outcomes: meth- ods for the absolute risk difference and relative risk scales. Stat Med 2002, 21(11):1601-1623. ; Minelli C, Thompson JR, Abrams KR, Lambert PC: Bayesian imple- mentation of a genetic model-free approach to the meta- analysis of genetic association studies. Stat Med 2005, 24(24):3845-3861.",,,,,,,,,,,,,,,1,,,1," genetic risk factor, observational data", yes," ""fixed-effects, random-effects and Bayesian multivariate mete-analysis [sic], were performed to pool the odds ratio""", not stated, yes, no,2009,279. BMC Med Genet. 2009 Feb 19;10:15. 
250,medline,280,2009, no, yes, WinBUGS 1.3," 17. Congdon P. Applied Bayesian Modelling. Chichester, England: John Wiley and Sons; 2003. ; GelmanA, CarlinJB, S ternHS,RubinDB.Bayesian Data Analysis. 2nd ed. Boca Raton, FL: Chapman & Hall/CRC; 2003.",,,,,,,,,,,,,,,,,1,1, MA + meta-regression, yes, hierarchical logit," ""noninformative""", yes, no,2009,280. JAMA. 2009 Feb 18;301(7):753-62. 
251,medline,281,2009, no, no, no, none,,,,,,,,,,,,,,,,,,, itc, yes, not clear," ""noninformative""", not clear,,2009,281. BMC Neurol. 2009 Feb 10;9:6. 
